Suburb,Council,Post Code,District,Latitude,Longitude,State
Tarrawarra,Yarra Ranges Shire,3775,Central District,-37.7501,145.7371,Victoria
Tarrawingee,Wangaratta Rural City,3678,North East District,-36.3667,146.3333,Victoria
Tarrayoukyan,West Wimmera Shire,3315,Wimmera District,-36.5992,141.4004,Victoria
Tarrayoukyan,Southern Grampians Shire,3315,South West District,-37.5299,142.0253,Victoria
Tarrengower,Mount Alexander Shire,3463,North Central District,-37.0761,144.1882,Victoria
Tarrenlea,Southern Grampians Shire,3315,South West District,-37.5299,142.0253,Victoria
Tarrington,Southern Grampians Shire,3301,South West District,-37.5299,142.0253,Victoria
Tarrone,Moyne Shire,3283,South West District,-38.1879,142.4622,Victoria
Tarwin,South Gippsland Shire,3956,West & South Gippsland District,-38.699,146.067,Victoria
Tarwin Lower,South Gippsland Shire,3956,West & South Gippsland District,-38.699,146.067,Victoria
Tatong,Benalla Rural City,3673,North East District,-36.5904,146.0281,Victoria
Tatura,Greater Shepparton City,3616,Northern Country District,-36.4274,145.4152,Victoria
Tatura East,Greater Shepparton City,3616,Northern Country District,-36.4274,145.4152,Victoria
Tatyoon,Ararat Rural City,3378,South West District,-37.2833,142.9333,Victoria
Tawonga,Alpine Shire,3697,North East District,-36.8341,146.9794,Victoria
Tawonga South,Alpine Shire,3698,North East District,-36.8341,146.9794,Victoria
Taylor Bay,Murrindindi Shire,3713,North Central District,-37.3667,145.5333,Victoria
Taylors Hill,Melton City,3037,Central District,-37.6833,144.5833,Victoria
Taylors Lakes,Brimbank City,3038,Central District,-37.7429,144.8164,Victoria
Teal Point,Gannawarra Shire,3579,Mallee District,-35.7321,143.8532,Victoria
Tecoma,Yarra Ranges Shire,3160,Central District,-37.7501,145.7371,Victoria
Teddywaddy,Buloke Shire,3527,Mallee District,-35.8464,143.05200000000002,Victoria
Teddywaddy West,Buloke Shire,3527,Mallee District,-35.8464,143.05200000000002,Victoria
Teesdale,Golden Plains Shire,3328,Central District,-37.8523,143.8635,Victoria
Telangatuk East,Horsham Rural City,3401,Wimmera District,-36.7167,142.2,Victoria
Telford,Moira Shire,3730,Northern Country District,-36.0506,145.5381,Victoria
Telopea Downs,West Wimmera Shire,3420,Wimmera District,-36.5992,141.4004,Victoria
Templestowe,Manningham City,3106,Central District,-37.7571,145.1805,Victoria
Templestowe Lower,Manningham City,3107,Central District,-37.7571,145.1805,Victoria
Tempy,Mildura Rural City,3489,Mallee District,-34.2,142.15,Victoria
Tempy,Yarriambiack Shire (North Of Netting Fence),3489,Mallee District,-36.0262,142.4045,Victoria
Tenby Point,Bass Coast Shire,3984,Central District,-38.4851,145.5639,Victoria
Tennyson,Campaspe Shire,3572,Northern Country District,-36.3234,144.7084,Victoria
Terang,Moyne Shire,3264,South West District,-38.1879,142.4622,Victoria
Terang,Corangamite Shire,3264,South West District,-38.216,143.2354,Victoria
Terip Terip,Murrindindi Shire,3719,North Central District,-37.3667,145.5333,Victoria
Terrappee,Loddon Shire,3525,Northern Country District,-36.4041,143.8296,Victoria
Terrappee,Buloke Shire,3525,Mallee District,-35.8464,143.05200000000002,Victoria
Terrick Terrick,Loddon Shire,3575,Northern Country District,-36.4041,143.8296,Victoria
Terrick Terrick East,Campaspe Shire,3573,Northern Country District,-36.3234,144.7084,Victoria
Tesbury,Corangamite Shire,3260,South West District,-38.216,143.2354,Victoria
Tetoora Road,Baw Baw Shire,3821,West & South Gippsland District,-37.97,146.144,Victoria
Thalia,Buloke Shire,3527,Mallee District,-35.8464,143.05200000000002,Victoria
Thalloo,Baw Baw Shire,3825,West & South Gippsland District,-37.97,146.144,Victoria
The Basin,Knox City,3154,Central District,-37.8989,145.2692,Victoria
The Cove,Moyne Shire,3268,South West District,-38.1879,142.4622,Victoria
The Gurdies,Bass Coast Shire,3984,Central District,-38.4851,145.5639,Victoria
The Heart,Wellington Shire,3851,West & South Gippsland District,-35.35,139.3833,Victoria
The Honeysuckles,Wellington Shire,3851,West & South Gippsland District,-35.35,139.3833,Victoria
The Patch,Yarra Ranges Shire,3792,Central District,-37.7501,145.7371,Victoria
The Sisters,Moyne Shire,3265,South West District,-38.1879,142.4622,Victoria
Thologolong,Towong Shire,3691,North East District,-36.3659,147.6272,Victoria
Thomastown,Whittlesea City,3074,Central District,-37.5167,145.1167,Victoria
Thomson,Greater Geelong City,3219,Central District,-38.0518,144.4614,Victoria
Thoona,Benalla Rural City,3726,North East District,-36.5904,146.0281,Victoria
Thornbury,Darebin City,3071,Central District,-37.7667,145.05,Victoria
Thornhill Park,Melton City,3335,Central District,-37.6833,144.5833,Victoria
Thornton,Murrindindi Shire,3712,North Central District,-37.3667,145.5333,Victoria
Thorpdale,Baw Baw Shire,3835,West & South Gippsland District,-37.97,146.144,Victoria
Thorpdale South,South Gippsland Shire,3824,West & South Gippsland District,-38.699,146.067,Victoria
Thorpdale South,Baw Baw Shire,3824,West & South Gippsland District,-37.97,146.144,Victoria
Thowgla Valley,Towong Shire,3707,North East District,-36.3659,147.6272,Victoria
Three Bridges,Yarra Ranges Shire,3797,Central District,-37.7501,145.7371,Victoria
Tidal River,South Gippsland Shire,3960,West & South Gippsland District,-38.699,146.067,Victoria
Timboon,Corangamite Shire,3268,South West District,-38.216,143.2354,Victoria
Timboon West,Corangamite Shire,3268,South West District,-38.216,143.2354,Victoria
Timmering,Campaspe Shire,3561,Northern Country District,-36.3234,144.7084,Victoria
Timor,Central Goldfields Shire,3465,North Central District,-36.9789,143.7386,Victoria
Timor West,Central Goldfields Shire,3465,North Central District,-36.9789,143.7386,Victoria
Tinamba,Wellington Shire,3859,West & South Gippsland District,-35.35,139.3833,Victoria
Tinamba West,Wellington Shire,3859,West & South Gippsland District,-35.35,139.3833,Victoria
Tintaldra,Towong Shire,3708,North East District,-36.3659,147.6272,Victoria
Tittybong,Gannawarra Shire,3542,Mallee District,-35.7321,143.8532,Victoria
Tol Tol,Swan Hill Rural City,3549,Mallee District,-35.3378,143.5544,Victoria
Tolmie,Mansfield Shire,3723,North East District,-37.05,146.0833,Victoria
Tolmie,Wangaratta Rural City,3723,North East District,-36.3667,146.3333,Victoria
Tolmie,Benalla Rural City,3723,North East District,-36.5904,146.0281,Victoria
Tom Groggin,Towong Shire,3707,North East District,-36.3659,147.6272,Victoria
Tongala,Campaspe Shire,3621,Northern Country District,-36.3234,144.7084,Victoria
Tonghi Creek,East Gippsland Shire,3890,East Gippsland District,-37.3456,148.5829,Victoria
Tongio,East Gippsland Shire,3896,East Gippsland District,-37.3456,148.5829,Victoria
Tonimbuk,Cardinia Shire,3815,Central District,-38.15,145.4167,Victoria
Tooan,Horsham Rural City,3409,Wimmera District,-36.7167,142.2,Victoria
Tooborac,Mitchell Shire,3522,North Central District,-37.1754,144.98,Victoria
Toolamba,Greater Shepparton City,3614,Northern Country District,-36.4274,145.4152,Victoria
Toolamba West,Greater Shepparton City,3614,Northern Country District,-36.4274,145.4152,Victoria
Toolangi,Murrindindi Shire,3777,North Central District,-37.3667,145.5333,Victoria
Toolangi,Yarra Ranges Shire,3777,Central District,-37.7501,145.7371,Victoria
Toolern Vale,Melton City,3337,Central District,-37.6833,144.5833,Victoria
Toolern Vale,Macedon Ranges Shire,3337,Central District,-37.3334,144.6158,Victoria
Toolleen,Greater Bendigo City,3551,Northern Country District,-36.7228,144.4397,Victoria
Toolleen,Campaspe Shire,3551,Northern Country District,-36.3234,144.7084,Victoria
Toolondo,Horsham Rural City,3401,Wimmera District,-36.7167,142.2,Victoria
Toolong,Moyne Shire,3285,South West District,-38.1879,142.4622,Victoria
Toongabbie,Wellington Shire,3856,West & South Gippsland District,-35.35,139.3833,Victoria
Toongabbie,Latrobe City,3856,West & South Gippsland District,-38.2538,146.4612,Victoria
Toora,South Gippsland Shire,3962,West & South Gippsland District,-38.699,146.067,Victoria
Toora North,South Gippsland Shire,3962,West & South Gippsland District,-38.699,146.067,Victoria
Tooradin,Casey City,3980,Central District,-38.0952,145.3228,Victoria
Tooradin,Cardinia Shire,3980,Central District,-38.15,145.4167,Victoria
Toorak,Stonnington City,3142,Central District,-37.8613,145.0378,Victoria
Toorloo Arm,East Gippsland Shire,3909,East Gippsland District,-37.3456,148.5829,Victoria
Tootgarook,Mornington Peninsula Shire,3941,Central District,-38.3327,144.9566,Victoria
Torquay,Surf Coast Shire,3228,Central District,-38.34,144.1153,Victoria
Torrita,Mildura Rural City,3490,Mallee District,-34.2,142.15,Victoria
Torrumbarry,Campaspe Shire,3562,Northern Country District,-36.3234,144.7084,Victoria
Torwood,Baw Baw Shire,3821,West & South Gippsland District,-37.97,146.144,Victoria
Tostaree,East Gippsland Shire,3888,East Gippsland District,-37.3456,148.5829,Victoria
Tottenham,Maribyrnong City,3012,Central District,-37.7833,144.8833,Victoria
Tottington,Northern Grampians Shire,3477,Wimmera District,-36.8496,142.873,Victoria
Tourello,Ballarat City,3363,Central District,-37.5662,143.8496,Victoria
Towan,Swan Hill Rural City,3596,Mallee District,-35.3378,143.5544,Victoria
Towaninny,Buloke Shire,3527,Mallee District,-35.8464,143.05200000000002,Victoria
Towaninny South,Buloke Shire,3527,Mallee District,-35.8464,143.05200000000002,Victoria
Tower Hill,Moyne Shire,3283,South West District,-38.1879,142.4622,Victoria
Towong,Towong Shire,3707,North East District,-36.3659,147.6272,Victoria
Towong Upper,Towong Shire,3707,North East District,-36.3659,147.6272,Victoria
Trafalgar,Baw Baw Shire,3824,West & South Gippsland District,-37.97,146.144,Victoria
Trafalgar East,Baw Baw Shire,3824,West & South Gippsland District,-37.97,146.144,Victoria
Trafalgar South,Baw Baw Shire,3824,West & South Gippsland District,-37.97,146.144,Victoria
Tragowel,Gannawarra Shire,3579,Mallee District,-35.7321,143.8532,Victoria
Traralgon,Latrobe City,3844,West & South Gippsland District,-38.2538,146.4612,Victoria
Traralgon East,Latrobe City,3844,West & South Gippsland District,-38.2538,146.4612,Victoria
Traralgon South,Latrobe City,3844,West & South Gippsland District,-38.2538,146.4612,Victoria
Travancore,Moonee Valley City,3032,Central District,-37.7494,144.8933,Victoria
Trawalla,Pyrenees Shire,3373,South West District,-37.3276,143.3647,Victoria
Trawool,Murrindindi Shire,3660,North Central District,-37.3667,145.5333,Victoria
Trawool,Mitchell Shire,3660,North Central District,-37.1754,144.98,Victoria
Traynors Lagoon,Northern Grampians Shire,3477,Wimmera District,-36.8496,142.873,Victoria
Tremont,Yarra Ranges Shire,3785,Central District,-37.7501,145.7371,Victoria
Trentham,Moorabool Shire,3458,Central District,-38.0833,144.3,Victoria
Trentham,Hepburn Shire,3458,Central District,-37.3167,144.1333,Victoria
Trentham East,Hepburn Shire,3458,Central District,-37.3167,144.1333,Victoria
Trentham East,Macedon Ranges Shire,3458,Central District,-37.3334,144.6158,Victoria
Tresco,Swan Hill Rural City,3583,Mallee District,-35.3378,143.5544,Victoria
Tresco West,Swan Hill Rural City,3584,Mallee District,-35.3378,143.5544,Victoria
Trida,South Gippsland Shire,3953,West & South Gippsland District,-38.699,146.067,Victoria
Trida,Baw Baw Shire,3953,West & South Gippsland District,-37.97,146.144,Victoria
Truganina,Melton City,3029,Central District,-37.6833,144.5833,Victoria
Truganina,Wyndham City,3029,Central District,-37.8928,144.6357,Victoria
Tubbut,East Gippsland Shire,3888,East Gippsland District,-37.3456,148.5829,Victoria
Tuerong,Mornington Peninsula Shire,3915,Central District,-38.3327,144.9566,Victoria
Tulkara,Northern Grampians Shire,3384,Wimmera District,-36.8496,142.873,Victoria
Tullamarine,Brimbank City,3043,Central District,-37.7429,144.8164,Victoria
Tullamarine,Hume City,3043,Central District,-37.5972,144.8051,Victoria
Tullamarine,Moreland City,3043,Central District,-37.7356,144.9375,Victoria
Tungamah,Moira Shire,3728,Northern Country District,-36.0506,145.5381,Victoria
Turoar,Swan Hill Rural City,3546,Mallee District,-35.3378,143.5544,Victoria
Turriff,Yarriambiack Shire (North Of Netting Fence),3488,Mallee District,-36.0262,142.4045,Victoria
Turriff East,Buloke Shire,3488,Mallee District,-35.8464,143.05200000000002,Victoria
Turtons Creek,South Gippsland Shire,3960,West & South Gippsland District,-38.699,146.067,Victoria
Tutye,Mildura Rural City,3490,Mallee District,-34.2,142.15,Victoria
Tyaak,Mitchell Shire,3658,North Central District,-37.1754,144.98,Victoria
Tyabb,Mornington Peninsula Shire,3913,Central District,-38.3327,144.9566,Victoria
Tyenna,Buloke Shire,3533,Mallee District,-35.8464,143.05200000000002,Victoria
Tyers,Latrobe City,3844,West & South Gippsland District,-38.2538,146.4612,Victoria
Tylden,Hepburn Shire,3444,Central District,-37.3167,144.1333,Victoria
Tylden,Macedon Ranges Shire,3444,Central District,-37.3334,144.6158,Victoria
Tylden South,Hepburn Shire,3444,Central District,-37.3167,144.1333,Victoria
Tynong,Cardinia Shire,3813,Central District,-38.15,145.4167,Victoria
Tynong North,Cardinia Shire,3813,Central District,-38.15,145.4167,Victoria
Tyntynder,Swan Hill Rural City,3586,Mallee District,-35.3378,143.5544,Victoria
Tyntynder South,Swan Hill Rural City,3586,Mallee District,-35.3378,143.5544,Victoria
Tyrendarra,Glenelg Shire,3285,South West District,-37.8908,141.4424,Victoria
Tyrendarra East,Moyne Shire,3285,South West District,-38.1879,142.4622,Victoria
Tyrrell,Swan Hill Rural City,3533,Mallee District,-35.3378,143.5544,Victoria
Tyrrell,Buloke Shire,3533,Mallee District,-35.8464,143.05200000000002,Victoria
Tyrrell Downs,Buloke Shire,3533,Mallee District,-35.8464,143.05200000000002,Victoria
Ullina,Hepburn Shire,3370,Central District,-37.3167,144.1333,Victoria
Ullswater,West Wimmera Shire,3318,Wimmera District,-36.5992,141.4004,Victoria
Ultima,Swan Hill Rural City,3544,Mallee District,-35.3378,143.5544,Victoria
Ultima East,Swan Hill Rural City,3544,Mallee District,-35.3378,143.5544,Victoria
Ulupna,Moira Shire,3641,Northern Country District,-36.0506,145.5381,Victoria
Undera,Greater Shepparton City,3629,Northern Country District,-36.4274,145.4152,Victoria
Underbool,Mildura Rural City,3509,Mallee District,-34.2,142.15,Victoria
Upotipotpon,Strathbogie Shire,3669,Northern Country District,-36.85,145.75,Victoria
Upper Ferntree Gully,Knox City,3156,Central District,-37.8989,145.2692,Victoria
Upper Ferntree Gully,Yarra Ranges Shire,3156,Central District,-37.7501,145.7371,Victoria
Upper Gundowring,Alpine Shire,3691,North East District,-36.8341,146.9794,Victoria
Upper Lurg,Wangaratta Rural City,3673,North East District,-36.3667,146.3333,Victoria
Upper Lurg,Benalla Rural City,3673,North East District,-36.5904,146.0281,Victoria
Upper Plenty,Mitchell Shire,3756,North Central District,-37.1754,144.98,Victoria
Upper Ryans Creek,Benalla Rural City,3673,North East District,-36.5904,146.0281,Victoria
Upton Hill,Strathbogie Shire,3664,Northern Country District,-36.85,145.75,Victoria
Upwey,Yarra Ranges Shire,3158,Central District,-37.7501,145.7371,Victoria
Valencia Creek,Wellington Shire,3860,West & South Gippsland District,-35.35,139.3833,Victoria
Vasey,Southern Grampians Shire,3407,South West District,-37.5299,142.0253,Victoria
Vaughan,Mount Alexander Shire,3451,North Central District,-37.0761,144.1882,Victoria
Vectis,Horsham Rural City,3401,Wimmera District,-36.7167,142.2,Victoria
Ventnor,Bass Coast Shire,3922,Central District,-38.4851,145.5639,Victoria
Venus Bay,South Gippsland Shire,3956,West & South Gippsland District,-38.699,146.067,Victoria
Vermont,Maroondah City,3133,Central District,-37.8029,145.266,Victoria
Vermont,Whitehorse City,3133,Central District,-37.8287,145.1543,Victoria
Vermont South,Whitehorse City,3133,Central District,-37.8287,145.1543,Victoria
Vervale,Cardinia Shire,3814,Central District,-38.15,145.4167,Victoria
Vesper,Baw Baw Shire,3833,West & South Gippsland District,-37.97,146.144,Victoria
Victoria Point,Southern Grampians Shire,3294,South West District,-37.5299,142.0253,Victoria
Victoria Valley,Southern Grampians Shire,3294,South West District,-37.5299,142.0253,Victoria
Viewbank,Banyule City,3084,Central District,-37.7339,145.0858,Victoria
Vinifera,Swan Hill Rural City,3591,Mallee District,-35.3378,143.5544,Victoria
Violet Town,Greater Shepparton City,3669,Northern Country District,-36.4274,145.4152,Victoria
Violet Town,Strathbogie Shire,3669,Northern Country District,-36.85,145.75,Victoria
Vite Vite,Corangamite Shire,3325,South West District,-38.216,143.2354,Victoria
Vite Vite North,Corangamite Shire,3325,South West District,-38.216,143.2354,Victoria
W Tree,East Gippsland Shire,3885,East Gippsland District,-37.3456,148.5829,Victoria
Waaia,Moira Shire,3637,Northern Country District,-36.0506,145.5381,Victoria
Waanyarra,Loddon Shire,3551,Northern Country District,-36.4041,143.8296,Victoria
